Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
8219,Hatiya,1986,12,28.4,17,0,79,1.8,1.6,8.7,41963,616159.2,465295.1,22.29,91.13,4,1986.12,
8220,Hatiya,1987,1,28,14.7,0,75,2.1,0.8,8.9,41963,616159.2,465295.1,22.29,91.13,4,1987.01,
8221,Hatiya,1987,2,32.4,17.2,7,72,1.6,1.6,8.4,41963,616159.2,465295.1,22.29,91.13,4,1987.02,
8222,Hatiya,1987,3,35,21.2,12,75,2.3,3.2,8.8,41963,616159.2,465295.1,22.29,91.13,4,1987.03,
8223,Hatiya,1987,4,35.2,24.1,238,79,3.2,4.4,7.2,41963,616159.2,465295.1,22.29,91.13,4,1987.04,
8224,Hatiya,1987,5,39.7,25.2,118,79,2.7,3,8.3,41963,616159.2,465295.1,22.29,91.13,4,1987.05,
8225,Hatiya,1987,6,34.5,26.8,257,85,3.6,5.8,4.9,41963,616159.2,465295.1,22.29,91.13,4,1987.06,
8226,Hatiya,1987,7,32.2,25.8,1119,91,3.2,7.1,3.9,41963,616159.2,465295.1,22.29,91.13,4,1987.07,1
8227,Hatiya,1987,8,33.3,25.5,699,89,2.7,6.6,4.4,41963,616159.2,465295.1,22.29,91.13,4,1987.08,1
8228,Hatiya,1987,9,33.4,26.2,402,86,2.7,6.1,5,41963,616159.2,465295.1,22.29,91.13,4,1987.09,1
8229,Hatiya,1987,10,33.6,24.5,49,81,1.5,2.5,6.5,41963,616159.2,465295.1,22.29,91.13,4,1987.1,
8230,Hatiya,1987,11,33.2,21.6,37,77,1.9,2.9,8,41963,616159.2,465295.1,22.29,91.13,4,1987.11,
8231,Hatiya,1987,12,29.2,16.5,9,77,1.6,1.9,8.4,41963,616159.2,465295.1,22.29,91.13,4,1987.12,
8232,Hatiya,1988,1,27.6,15.3,0,74,2,0.8,9.2,41963,616159.2,465295.1,22.29,91.13,4,1988.01,
8233,Hatiya,1988,2,31,17.3,17,77,2,1.9,8.3,41963,616159.2,465295.1,22.29,91.13,4,1988.02,
8234,Hatiya,1988,3,33.6,21.4,67,80,2.5,2.9,9,41963,616159.2,465295.1,22.29,91.13,4,1988.03,
8235,Hatiya,1988,4,34.1,24.4,98,79,3.6,3.5,7.6,41963,616159.2,465295.1,22.29,91.13,4,1988.04,
8236,Hatiya,1988,5,33.8,25.6,474,83,5.2,5.3,5.5,41963,616159.2,465295.1,22.29,91.13,4,1988.05,1
8237,Hatiya,1988,6,34,25.6,850,87,4.2,6,3.8,41963,616159.2,465295.1,22.29,91.13,4,1988.06,1
8238,Hatiya,1988,7,33,25.6,747,89,4,6.5,3.8,41963,616159.2,465295.1,22.29,91.13,4,1988.07,1
8239,Hatiya,1988,8,31.4,25.8,582,88,3.8,6.6,2.9,41963,616159.2,465295.1,22.29,91.13,4,1988.08,1
8240,Hatiya,1988,9,35.3,25.7,502,86,2.6,5.6,5.9,41963,616159.2,465295.1,22.29,91.13,4,1988.09,1
8241,Hatiya,1988,10,33.2,24.6,156,82,2.9,3.6,7.5,41963,616159.2,465295.1,22.29,91.13,4,1988.1,
8242,Hatiya,1988,11,31.8,21.6,68,76,2.6,3,7.2,41963,616159.2,465295.1,22.29,91.13,4,1988.11,
8243,Hatiya,1988,12,28.5,17.8,0,80,1.7,1.1,8.4,41963,616159.2,465295.1,22.29,91.13,4,1988.12,
8244,Hatiya,1989,1,27.2,13.4,0,70,2.2,0.3,8.2,41963,616159.2,465295.1,22.29,91.13,4,1989.01,
8245,Hatiya,1989,2,30.6,17.4,0,74,2.4,1.7,9,41963,616159.2,465295.1,22.29,91.13,4,1989.02,
8246,Hatiya,1989,3,35.4,20.4,20,73,2.4,2.2,7.6,41963,616159.2,465295.1,22.29,91.13,4,1989.03,
8247,Hatiya,1989,4,33.8,24.9,179,79,4.2,3.4,8.6,41963,616159.2,465295.1,22.29,91.13,4,1989.04,
8248,Hatiya,1989,5,34.5,26.1,111,80,3.6,4.2,8,41963,616159.2,465295.1,22.29,91.13,4,1989.05,
8249,Hatiya,1989,6,35.3,25.7,500,84,4.1,6.1,5.2,41963,616159.2,465295.1,22.29,91.13,4,1989.06,1
8250,Hatiya,1989,7,33,25.8,617,88,3.5,6.2,4.7,41963,616159.2,465295.1,22.29,91.13,4,1989.07,1
8251,Hatiya,1989,8,32.2,25.5,234,85,2.9,5.6,5.6,41963,616159.2,465295.1,22.29,91.13,4,1989.08,
8252,Hatiya,1989,9,33.5,25.9,329,86,2.6,5.8,4.4,41963,616159.2,465295.1,22.29,91.13,4,1989.09,
8253,Hatiya,1989,10,33.4,25,438,87,2.4,5.5,4.6,41963,616159.2,465295.1,22.29,91.13,4,1989.1,1
8254,Hatiya,1989,11,31,19.3,0,79,1.1,1.2,9.3,41963,616159.2,465295.1,22.29,91.13,4,1989.11,
8255,Hatiya,1989,12,30.4,15.3,0,79,1.3,0.7,8.8,41963,616159.2,465295.1,22.29,91.13,4,1989.12,
8256,Hatiya,1990,1,28.8,14.7,0,79,0.6,0.5,7.7,41963,616159.2,465295.1,22.29,91.13,4,1990.01,
8257,Hatiya,1990,2,30.2,17.9,69,80,0.7,2.1,8.2,41963,616159.2,465295.1,22.29,91.13,4,1990.02,
8258,Hatiya,1990,3,35.2,19.9,198,80,2.4,3.4,8.2,41963,616159.2,465295.1,22.29,91.13,4,1990.03,
8259,Hatiya,1990,4,32.2,23.5,209,84,4.8,3.5,8,41963,616159.2,465295.1,22.29,91.13,4,1990.04,
8260,Hatiya,1990,5,34.5,25.3,323,82,1.9,4.2,6.3,41963,616159.2,465295.1,22.29,91.13,4,1990.05,
8261,Hatiya,1990,6,33.1,26.5,466,88,3.3,5.9,3.8,41963,616159.2,465295.1,22.29,91.13,4,1990.06,1
8262,Hatiya,1990,7,31.8,25.5,723,91,2.8,6.3,3.9,41963,616159.2,465295.1,22.29,91.13,4,1990.07,1
8263,Hatiya,1990,8,33.1,26.1,444,87,2.5,5.3,4.4,41963,616159.2,465295.1,22.29,91.13,4,1990.08,1
8264,Hatiya,1990,9,32.6,25.6,325,88,2.2,5.9,5,41963,616159.2,465295.1,22.29,91.13,4,1990.09,
8265,Hatiya,1990,10,33,24.2,86,85,2.3,4.1,6.5,41963,616159.2,465295.1,22.29,91.13,4,1990.1,
8266,Hatiya,1990,11,32.4,22.6,88,84,1.6,3.4,8,41963,616159.2,465295.1,22.29,91.13,4,1990.11,
8267,Hatiya,1990,12,28,17.1,78,83,1.4,1.8,8.4,41963,616159.2,465295.1,22.29,91.13,4,1990.12,
8268,Hatiya,1991,1,26,14.6,7,77,1.3,1.2,8.2,41963,616159.2,465295.1,22.29,91.13,4,1991.01,
8269,Hatiya,1991,2,31,19,3,79,1.7,0.9,8.2,41963,616159.2,465295.1,22.29,91.13,4,1991.02,
8270,Hatiya,1991,3,34.5,23,6,78,1.8,2.4,8.2,41963,616159.2,465295.1,22.29,91.13,4,1991.03,
8271,Hatiya,1991,4,34.2,24.7,230,83,3.7,3.4,8,41963,616159.2,465295.1,22.29,91.13,4,1991.04,
8272,Hatiya,1991,5,32.8,25.7,367,87,4.9,4.4,6.3,41963,616159.2,465295.1,22.29,91.13,4,1991.05,
8273,Hatiya,1991,6,32.4,25.8,781,91,3.2,6.5,2.9,41963,616159.2,465295.1,22.29,91.13,4,1991.06,1
8274,Hatiya,1991,7,32.4,26.2,581,91,4,6.2,4.2,41963,616159.2,465295.1,22.29,91.13,4,1991.07,1
8275,Hatiya,1991,8,34.5,25.9,519,92,3.3,6.1,4.6,41963,616159.2,465295.1,22.29,91.13,4,1991.08,1
8276,Hatiya,1991,9,32.4,25.9,444,91,1.9,5.7,3.9,41963,616159.2,465295.1,22.29,91.13,4,1991.09,1
8277,Hatiya,1991,10,33.5,25.1,373,89,1.7,4.1,5.9,41963,616159.2,465295.1,22.29,91.13,4,1991.1,1
8278,Hatiya,1991,11,29.3,20.5,23,76,1.4,2.3,6.9,41963,616159.2,465295.1,22.29,91.13,4,1991.11,
8279,Hatiya,1991,12,28,16.2,28,79,1.6,1.6,7.5,41963,616159.2,465295.1,22.29,91.13,4,1991.12,
8280,Hatiya,1992,1,26.5,14,0,81,1.7,0.4,7.7,41963,616159.2,465295.1,22.29,91.13,4,1992.01,
8281,Hatiya,1992,2,27,17.8,130,80,1.9,1.9,7.2,41963,616159.2,465295.1,22.29,91.13,4,1992.02,
8282,Hatiya,1992,3,34.6,22.9,0,85,1.9,1.7,7.7,41963,616159.2,465295.1,22.29,91.13,4,1992.03,
8283,Hatiya,1992,4,34.7,25.1,0,79,2.6,2.3,7.8,41963,616159.2,465295.1,22.29,91.13,4,1992.04,
8284,Hatiya,1992,5,34.5,24.8,232,83,3,3.5,7.2,41963,616159.2,465295.1,22.29,91.13,4,1992.05,
8285,Hatiya,1992,6,34,26.4,351,86,2.9,4.5,5.6,41963,616159.2,465295.1,22.29,91.13,4,1992.06,
8286,Hatiya,1992,7,31.6,25.4,776,89,3.2,6.5,3.3,41963,616159.2,465295.1,22.29,91.13,4,1992.07,1
8287,Hatiya,1992,8,32.8,25.8,501,88,2.3,5.5,4.1,41963,616159.2,465295.1,22.29,91.13,4,1992.08,1
8288,Hatiya,1992,9,33.2,25.9,560,88,2.2,5.3,5.7,41963,616159.2,465295.1,22.29,91.13,4,1992.09,1
8289,Hatiya,1992,10,33.2,24.8,191,84,1.2,3,7.2,41963,616159.2,465295.1,22.29,91.13,4,1992.1,
8290,Hatiya,1992,11,32,21.8,0,79,1.2,2.7,7.4,41963,616159.2,465295.1,22.29,91.13,4,1992.11,
8291,Hatiya,1992,12,26.6,16.6,22,79,0.9,0.6,8,41963,616159.2,465295.1,22.29,91.13,4,1992.12,
8292,Hatiya,1993,1,27,15.5,2,77,0.9,0.6,7.8,41963,616159.2,465295.1,22.29,91.13,4,1993.01,
8293,Hatiya,1993,2,29.3,18.1,29,76,2,1.5,8.4,41963,616159.2,465295.1,22.29,91.13,4,1993.02,
8294,Hatiya,1993,3,32.1,20.4,275,76,1.8,2,7.6,41963,616159.2,465295.1,22.29,91.13,4,1993.03,
8295,Hatiya,1993,4,34,23.2,64,83,1.8,3.1,8.8,41963,616159.2,465295.1,22.29,91.13,4,1993.04,
8296,Hatiya,1993,5,32.5,24.1,0,84,3.3,4.7,6.4,41963,616159.2,465295.1,22.29,91.13,4,1993.05,
8297,Hatiya,1993,6,32.6,25.5,0,90,3.6,5.9,4.2,41963,616159.2,465295.1,22.29,91.13,4,1993.06,
8298,Hatiya,1993,7,31.5,25.2,0,89,3.5,6.5,4.2,41963,616159.2,465295.1,22.29,91.13,4,1993.07,
8299,Hatiya,1993,8,31.8,24.9,0,90,3.2,6.5,3.6,41963,616159.2,465295.1,22.29,91.13,4,1993.08,
8300,Hatiya,1993,9,33.1,24.8,29,89,1.8,5.9,4.3,41963,616159.2,465295.1,22.29,91.13,4,1993.09,
8301,Hatiya,1993,10,32,24.6,85,86,0.8,3.5,6.9,41963,616159.2,465295.1,22.29,91.13,4,1993.1,
8302,Hatiya,1993,11,30.5,21,11,82,0.7,1.2,7.8,41963,616159.2,465295.1,22.29,91.13,4,1993.11,
8303,Hatiya,1993,12,28.7,17.3,0,80,1.1,1.4,8.4,41963,616159.2,465295.1,22.29,91.13,4,1993.12,
8304,Hatiya,1994,1,28,16,0,76,1.2,0.5,8.3,41963,616159.2,465295.1,22.29,91.13,4,1994.01,
8305,Hatiya,1994,2,29.5,17.2,10,73,1.5,1,8.7,41963,616159.2,465295.1,22.29,91.13,4,1994.02,
8306,Hatiya,1994,3,31.8,21.3,49,80,2.1,2.1,7.3,41963,616159.2,465295.1,22.29,91.13,4,1994.03,
8307,Hatiya,1994,4,35.2,23.1,105,80,1.4,2.7,8,41963,616159.2,465295.1,22.29,91.13,4,1994.04,
8308,Hatiya,1994,5,34.7,25.2,152,83,1.9,3.9,7.3,41963,616159.2,465295.1,22.29,91.13,4,1994.05,
8309,Hatiya,1994,6,33.6,25.1,644,90,1.9,6,2.9,41963,616159.2,465295.1,22.29,91.13,4,1994.06,1
8310,Hatiya,1994,7,32.2,24.7,555,92,2.7,6.1,3.8,41963,616159.2,465295.1,22.29,91.13,4,1994.07,1
8311,Hatiya,1994,8,31.5,24.7,426,89,2.7,6,4.2,41963,616159.2,465295.1,22.29,91.13,4,1994.08,1
8312,Hatiya,1994,9,30.2,24.2,404,84,1.5,4.4,5,41963,616159.2,465295.1,22.29,91.13,4,1994.09,1
8313,Hatiya,1994,10,30.1,23.4,202,83,0.5,3.2,6.5,41963,616159.2,465295.1,22.29,91.13,4,1994.1,
8314,Hatiya,1994,11,29.4,20.1,50,77,0.4,2.5,8,41963,616159.2,465295.1,22.29,91.13,4,1994.11,
8315,Hatiya,1994,12,25.8,15.5,7,68,0.4,0.7,8.4,41963,616159.2,465295.1,22.29,91.13,4,1994.12,
8316,Hatiya,1995,1,26.2,14.8,0,65,6.6,1.7,8.2,41963,616159.2,465295.1,22.29,91.13,4,1995.01,
8317,Hatiya,1995,2,29.3,17.2,8,72,2.6,2,8.2,41963,616159.2,465295.1,22.29,91.13,4,1995.02,
8318,Hatiya,1995,3,32.1,21.8,44,68,1.2,1.4,8.2,41963,616159.2,465295.1,22.29,91.13,4,1995.03,
8319,Hatiya,1995,4,32.6,24.6,106,77,2.1,2.1,8,41963,616159.2,465295.1,22.29,91.13,4,1995.04,
8320,Hatiya,1995,5,32.6,25.3,268,79,3.2,4.3,6.3,41963,616159.2,465295.1,22.29,91.13,4,1995.05,
8321,Hatiya,1995,6,31.9,25.7,566,85,3,5.9,3.8,41963,616159.2,465295.1,22.29,91.13,4,1995.06,1
8322,Hatiya,1995,7,30.6,25.4,686,88,2.6,6.2,3.9,41963,616159.2,465295.1,22.29,91.13,4,1995.07,1
8323,Hatiya,1995,8,31.1,25.5,570,86,1.8,4.7,4.4,41963,616159.2,465295.1,22.29,91.13,4,1995.08,1
8324,Hatiya,1995,9,30.2,25.4,404,85,1.2,5.2,5,41963,616159.2,465295.1,22.29,91.13,4,1995.09,1
8325,Hatiya,1995,10,30.1,24.6,202,84,0.3,2.8,6.5,41963,616159.2,465295.1,22.29,91.13,4,1995.1,
8326,Hatiya,1995,11,29.4,21.1,50,83,0.7,3.4,8,41963,616159.2,465295.1,22.29,91.13,4,1995.11,
8327,Hatiya,1995,12,25.8,16.2,7,72,0.1,0.1,8.4,41963,616159.2,465295.1,22.29,91.13,4,1995.12,
8328,Hatiya,1996,1,26.2,14.8,0,73,0.3,0.3,8.2,41963,616159.2,465295.1,22.29,91.13,4,1996.01,
8329,Hatiya,1996,2,29.3,17.2,8,69,0.5,1.2,8.2,41963,616159.2,465295.1,22.29,91.13,4,1996.02,
8330,Hatiya,1996,3,32.1,21.4,44,80,1.8,2.7,8.2,41963,616159.2,465295.1,22.29,91.13,4,1996.03,
8331,Hatiya,1996,4,32.6,24.1,106,79,1.6,3,8,41963,616159.2,465295.1,22.29,91.13,4,1996.04,
8332,Hatiya,1996,5,32.6,25,268,82,2.5,4.2,6.3,41963,616159.2,465295.1,22.29,91.13,4,1996.05,
8333,Hatiya,1996,6,31.9,25.5,566,85,2.2,5.4,3.8,41963,616159.2,465295.1,22.29,91.13,4,1996.06,1
8334,Hatiya,1996,7,30.6,25.4,686,87,1.8,6.1,3.9,41963,616159.2,465295.1,22.29,91.13,4,1996.07,1
8335,Hatiya,1996,8,31.1,25.5,570,89,1.3,6.3,4.4,41963,616159.2,465295.1,22.29,91.13,4,1996.08,1
8336,Hatiya,1996,9,30.2,24.2,404,86,0.9,5.1,5,41963,616159.2,465295.1,22.29,91.13,4,1996.09,1
8337,Hatiya,1996,10,30.1,23.4,202,83,0.8,2.5,6.5,41963,616159.2,465295.1,22.29,91.13,4,1996.1,
8338,Hatiya,1996,11,29.4,20.1,50,76,0.4,1.5,8,41963,616159.2,465295.1,22.29,91.13,4,1996.11,
8339,Hatiya,1996,12,25.8,15.5,7,75,0.5,1.5,8.4,41963,616159.2,465295.1,22.29,91.13,4,1996.12,
8340,Hatiya,1997,1,26.8,14.8,0,71,0.5,0.9,8.2,41963,616159.2,465295.1,22.29,91.13,4,1997.01,
8341,Hatiya,1997,2,29.7,17.2,8,73,0.7,1.3,8.2,41963,616159.2,465295.1,22.29,91.13,4,1997.02,
8342,Hatiya,1997,3,32.3,21.8,44,81,1.2,2.3,8.2,41963,616159.2,465295.1,22.29,91.13,4,1997.03,
8343,Hatiya,1997,4,32.5,24.6,106,80,1.3,3.6,8,41963,616159.2,465295.1,22.29,91.13,4,1997.04,
8344,Hatiya,1997,5,32.4,25.3,268,84,2.5,3.8,6.3,41963,616159.2,465295.1,22.29,91.13,4,1997.05,
8345,Hatiya,1997,6,32.2,25.7,566,86,3.6,6,3.8,41963,616159.2,465295.1,22.29,91.13,4,1997.06,1
8346,Hatiya,1997,7,30.5,25.4,686,89,2.8,6.1,3.9,41963,616159.2,465295.1,22.29,91.13,4,1997.07,1
8347,Hatiya,1997,8,31,25.5,570,87,1.6,5.2,4.4,41963,616159.2,465295.1,22.29,91.13,4,1997.08,1
8348,Hatiya,1997,9,32,25.4,404,87,1.4,4.8,5,41963,616159.2,465295.1,22.29,91.13,4,1997.09,1
8349,Hatiya,1997,10,31.7,24.6,202,77,0.5,2,6.5,41963,616159.2,465295.1,22.29,91.13,4,1997.1,
8350,Hatiya,1997,11,30.5,21.1,50,75,0.7,2.1,8,41963,616159.2,465295.1,22.29,91.13,4,1997.11,
8351,Hatiya,1997,12,27.1,16.2,7,75,0.9,1.8,8.4,41963,616159.2,465295.1,22.29,91.13,4,1997.12,
8352,Hatiya,1998,1,26.2,14.8,0,77,0.8,1.1,8.2,41963,616159.2,465295.1,22.29,91.13,4,1998.01,
8353,Hatiya,1998,2,29.3,17.2,8,73,0.7,1.5,8.2,41963,616159.2,465295.1,22.29,91.13,4,1998.02,
8354,Hatiya,1998,3,32.1,21.4,44,63,1.8,2.1,8.2,41963,616159.2,465295.1,22.29,91.13,4,1998.03,
8355,Hatiya,1998,4,32.6,24.1,106,72,2.6,3,8,41963,616159.2,465295.1,22.29,91.13,4,1998.04,
8356,Hatiya,1998,5,32.6,25,268,82,2.6,3.9,6.3,41963,616159.2,465295.1,22.29,91.13,4,1998.05,
8357,Hatiya,1998,6,31.9,25.5,566,83,3.3,4.9,3.8,41963,616159.2,465295.1,22.29,91.13,4,1998.06,1
8358,Hatiya,1998,7,30.6,25.4,686,88,3.6,6.6,3.9,41963,616159.2,465295.1,22.29,91.13,4,1998.07,1
8359,Hatiya,1998,8,31.1,25.5,570,88,1.7,5.2,4.4,41963,616159.2,465295.1,22.29,91.13,4,1998.08,1
8360,Hatiya,1998,9,30.2,24.2,404,84,1.5,5.4,5,41963,616159.2,465295.1,22.29,91.13,4,1998.09,1
8361,Hatiya,1998,10,30.1,23.4,202,85,0.8,3.5,6.5,41963,616159.2,465295.1,22.29,91.13,4,1998.1,
8362,Hatiya,1998,11,29.4,20.1,50,82,0.7,1.7,8,41963,616159.2,465295.1,22.29,91.13,4,1998.11,
8363,Hatiya,1998,12,25.8,15.5,7,76,0.6,0.2,8.4,41963,616159.2,465295.1,22.29,91.13,4,1998.12,
8364,Hatiya,1999,1,26.8,14.8,0,70,1,0.3,8.2,41963,616159.2,465295.1,22.29,91.13,4,1999.01,
8365,Hatiya,1999,2,29.7,17.2,2,70,1.2,0.8,8.2,41963,616159.2,465295.1,22.29,91.13,4,1999.02,
8366,Hatiya,1999,3,32.3,21.8,0,77,1.1,0.8,8.1,41963,616159.2,465295.1,22.29,91.13,4,1999.03,
8367,Hatiya,1999,4,32.5,24.6,11,81,1.4,1.7,8.5,41963,616159.2,465295.1,22.29,91.13,4,1999.04,
8368,Hatiya,1999,5,32.4,25.3,322,86,2.5,5.3,5,41963,616159.2,465295.1,22.29,91.13,4,1999.05,
8369,Hatiya,1999,6,32.2,25.7,771,88,2.7,6.2,3.7,41963,616159.2,465295.1,22.29,91.13,4,1999.06,1
8370,Hatiya,1999,7,30.5,25.4,949,90,2.6,6.7,4.2,41963,616159.2,465295.1,22.29,91.13,4,1999.07,1
8371,Hatiya,1999,8,31,25.5,736,91,1.9,6.4,3.1,41963,616159.2,465295.1,22.29,91.13,4,1999.08,1
8372,Hatiya,1999,9,32,25.4,515,88,1.5,4.6,4.8,41963,616159.2,465295.1,22.29,91.13,4,1999.09,1
8373,Hatiya,1999,10,31.7,24.6,305,88,1.4,4.9,4.9,41963,616159.2,465295.1,22.29,91.13,4,1999.1,
8374,Hatiya,1999,11,30.5,21.1,1,82,0.6,0.5,9.8,41963,616159.2,465295.1,22.29,91.13,4,1999.11,
8375,Hatiya,1999,12,27.1,16.2,34,83,0.6,1,7.5,41963,616159.2,465295.1,22.29,91.13,4,1999.12,
8376,Hatiya,2000,1,28.2,14.2,40,82,0.7,0.7,8.3,41963,616159.2,465295.1,22.29,91.13,4,2000.01,
8377,Hatiya,2000,2,31.5,16.2,6,73,1.4,2.6,6.5,41963,616159.2,465295.1,22.29,91.13,4,2000.02,
8378,Hatiya,2000,3,34,20.9,11,79,2,1.6,7.1,41963,616159.2,465295.1,22.29,91.13,4,2000.03,
8379,Hatiya,2000,4,33.2,23.8,105,80,3,2.6,8.4,41963,616159.2,465295.1,22.29,91.13,4,2000.04,
8380,Hatiya,2000,5,37.4,24,686,85,2.1,5.1,4.7,41963,616159.2,465295.1,22.29,91.13,4,2000.05,1
8381,Hatiya,2000,6,34,25.4,715,88,3.1,5.9,3.2,41963,616159.2,465295.1,22.29,91.13,4,2000.06,1
8382,Hatiya,2000,7,34,25.6,694,90,3.2,6.3,4.2,41963,616159.2,465295.1,22.29,91.13,4,2000.07,1
8383,Hatiya,2000,8,33,25.7,415,88,2.4,6.3,5.5,41963,616159.2,465295.1,22.29,91.13,4,2000.08,1
8384,Hatiya,2000,9,34.5,24.6,422,87,1.8,5.4,4.9,41963,616159.2,465295.1,22.29,91.13,4,2000.09,1
8385,Hatiya,2000,10,33.3,24.4,369,88,1.5,3.5,6.8,41963,616159.2,465295.1,22.29,91.13,4,2000.1,
8386,Hatiya,2000,11,31.7,19.3,15,83,0.4,0.9,9.5,41963,616159.2,465295.1,22.29,91.13,4,2000.11,
8387,Hatiya,2000,12,28.5,14.3,0,80,0.5,0.3,9.5,41963,616159.2,465295.1,22.29,91.13,4,2000.12,
8388,Hatiya,2001,1,28.5,11.9,0,75,0.8,0.2,9.3,41963,616159.2,465295.1,22.29,91.13,4,2001.01,
8389,Hatiya,2001,2,30.3,16.7,2,78,1.2,1.2,8.6,41963,616159.2,465295.1,22.29,91.13,4,2001.02,
8390,Hatiya,2001,3,35.4,19.8,0,69,1.2,1.4,8.9,41963,616159.2,465295.1,22.29,91.13,4,2001.03,
8391,Hatiya,2001,4,37.8,24.3,17,76,1.8,3.2,8.7,41963,616159.2,465295.1,22.29,91.13,4,2001.04,
8392,Hatiya,2001,5,34,24.2,485,84,1.8,4.3,6.2,41963,616159.2,465295.1,22.29,91.13,4,2001.05,1
8393,Hatiya,2001,6,32.4,25.1,1013,91,2.9,6.7,3.1,41963,616159.2,465295.1,22.29,91.13,4,2001.06,1
8394,Hatiya,2001,7,31.2,25.3,789,89,3.3,6.4,4.5,41963,616159.2,465295.1,22.29,91.13,4,2001.07,1
8395,Hatiya,2001,8,33,26.2,689,88,1.9,5.5,6.6,41963,616159.2,465295.1,22.29,91.13,4,2001.08,1
8396,Hatiya,2001,9,33.6,25.4,597,86,1.1,4.9,5.7,41963,616159.2,465295.1,22.29,91.13,4,2001.09,1
8397,Hatiya,2001,10,33.3,24.6,434,87,0.8,4,6.4,41963,616159.2,465295.1,22.29,91.13,4,2001.1,1
8398,Hatiya,2001,11,31,21.1,205,86,0.4,2.9,7.1,41963,616159.2,465295.1,22.29,91.13,4,2001.11,
8399,Hatiya,2001,12,29.8,15,0,81,0.4,0.7,8.7,41963,616159.2,465295.1,22.29,91.13,4,2001.12,
8400,Hatiya,2002,1,29.5,14.3,3,80,0.5,1.7,7.5,41963,616159.2,465295.1,22.29,91.13,4,2002.01,
8401,Hatiya,2002,2,32.5,14.8,0,69,0.5,0.4,10,41963,616159.2,465295.1,22.29,91.13,4,2002.02,
8402,Hatiya,2002,3,35,20.1,31,75,0.8,1.6,9.1,41963,616159.2,465295.1,22.29,91.13,4,2002.03,
8403,Hatiya,2002,4,33.5,23.3,84,82,1.6,3,7.3,41963,616159.2,465295.1,22.29,91.13,4,2002.04,
8404,Hatiya,2002,5,33.2,24.6,437,84,2.4,4.7,6.1,41963,616159.2,465295.1,22.29,91.13,4,2002.05,1
8405,Hatiya,2002,6,34,25.4,690,88,2.1,6.5,3.8,41963,616159.2,465295.1,22.29,91.13,4,2002.06,1
8406,Hatiya,2002,7,32.5,25.9,1019,90,1.5,7.4,2.6,41963,616159.2,465295.1,22.29,91.13,4,2002.07,1
8407,Hatiya,2002,8,32.5,24.9,562,89,2.2,6.2,4.8,41963,616159.2,465295.1,22.29,91.13,4,2002.08,1
8408,Hatiya,2002,9,34.5,25.2,297,85,1.6,4.6,5.9,41963,616159.2,465295.1,22.29,91.13,4,2002.09,
8409,Hatiya,2002,10,33.8,23.7,118,85,0.6,2,7.2,41963,616159.2,465295.1,22.29,91.13,4,2002.1,
8410,Hatiya,2002,11,33.5,20.2,143,85,0.3,2.5,6.9,41963,616159.2,465295.1,22.29,91.13,4,2002.11,
8411,Hatiya,2002,12,30.2,15.6,0,82,0.2,0.9,7.9,41963,616159.2,465295.1,22.29,91.13,4,2002.12,
8412,Hatiya,2003,1,27.5,12.1,0,80,0.5,0.7,7.5,41963,616159.2,465295.1,22.29,91.13,4,2003.01,
8413,Hatiya,2003,2,31,16.1,0,73,0.6,1.2,8.6,41963,616159.2,465295.1,22.29,91.13,4,2003.02,
8414,Hatiya,2003,3,33,19.4,35,78,0.9,2,6.7,41963,616159.2,465295.1,22.29,91.13,4,2003.03,
8415,Hatiya,2003,4,35,24.3,127,79,1.5,2.7,8.5,41963,616159.2,465295.1,22.29,91.13,4,2003.04,
8416,Hatiya,2003,5,35,25.8,148,81,1.9,4.1,6.5,41963,616159.2,465295.1,22.29,91.13,4,2003.05,
8417,Hatiya,2003,6,34.5,25,1225,89,2.3,6.8,2.4,41963,616159.2,465295.1,22.29,91.13,4,2003.06,1
8418,Hatiya,2003,7,33.6,25.9,752,86,2.9,6.3,5.8,41963,616159.2,465295.1,22.29,91.13,4,2003.07,1
8419,Hatiya,2003,8,33.5,25.8,583,87,1.5,5.9,5.8,41963,616159.2,465295.1,22.29,91.13,4,2003.08,1
8420,Hatiya,2003,9,33,25.7,395,86,1,5.5,5.3,41963,616159.2,465295.1,22.29,91.13,4,2003.09,1
8421,Hatiya,2003,10,37.9,25.5,306,86,0.6,4.4,6.1,41963,616159.2,465295.1,22.29,91.13,4,2003.1,
8422,Hatiya,2003,11,31.7,18.8,0,77,0.1,0.1,9.1,41963,616159.2,465295.1,22.29,91.13,4,2003.11,
8423,Hatiya,2003,12,28.6,15.8,93,82,0.5,1.5,6.9,41963,616159.2,465295.1,22.29,91.13,4,2003.12,
8424,Hatiya,2004,1,28.7,14.2,0,81,0.8,1.1,6.7,41963,616159.2,465295.1,22.29,91.13,4,2004.01,
8425,Hatiya,2004,2,31.3,15.4,0,73,0.8,0.9,8.5,41963,616159.2,465295.1,22.29,91.13,4,2004.02,
8426,Hatiya,2004,3,36,21.6,7,78,1.8,2.9,6.9,41963,616159.2,465295.1,22.29,91.13,4,2004.03,
8427,Hatiya,2004,4,33.2,23.8,207,84,2.4,4.9,5.2,41963,616159.2,465295.1,22.29,91.13,4,2004.04,
